,# assembly_accession,taxid,species_taxid,organism_name,infraspecific_name,assembly_level,genome_rep,ftp_path,sp,testID
14886,GCF_000523735.1,1335412,36809,Mycobacteroides abscessus MAB_082312_2272,strain=MAB_082312_2272,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/523/735/GCF_000523735.1_ASM52373v1,Mycobacteroides_abscessus,ntm105
14887,GCF_000523755.1,1335419,1764,Mycobacterium avium MAV_120709_2344,strain=MAV_120709_2344,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/523/755/GCF_000523755.1_ASM52375v1,Mycobacterium_avium,ntm106
14888,GCF_000523795.1,1335422,1767,Mycobacterium intracellulare MIN_061107_1834,strain=MIN_061107_1834,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/523/795/GCF_000523795.1_ASM52379v1,Mycobacterium_intracellulare,ntm107
14889,GCF_000523895.1,36809,36809,Mycobacteroides abscessus,strain=1518,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/523/895/GCF_000523895.1_ASM52389v1,Mycobacteroides_abscessus,ntm108
14890,GCF_000523915.1,1335415,36809,Mycobacteroides abscessus MAB_091912_2455,strain=MAB_091912_2455,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/523/915/GCF_000523915.1_ASM52391v1,Mycobacteroides_abscessus,ntm109
14891,GCF_000523935.1,1335417,36809,Mycobacteroides abscessus MAB_110811_2726,strain=MAB_110811_2726,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/523/935/GCF_000523935.1_ASM52393v1,Mycobacteroides_abscessus,ntm110
14892,GCF_000523955.1,1335416,36809,Mycobacteroides abscessus MAB_110811_1470,strain=MAB_110811_1470,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/523/955/GCF_000523955.1_ASM52395v1,Mycobacteroides_abscessus,ntm111
14894,GCF_000523995.1,1335420,1764,Mycobacterium avium MAV_120809_2495,strain=MAV_120809_2495,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/523/995/GCF_000523995.1_ASM52399v1,Mycobacterium_avium,ntm112
14895,GCF_000524015.1,1335421,1767,Mycobacterium intracellulare MIN_052511_1280,strain=MIN_052511_1280,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/524/015/GCF_000524015.1_ASM52401v1,Mycobacterium_intracellulare,ntm113
14896,GCF_000524075.1,1299325,36809,Mycobacteroides abscessus subsp. bolletii 103,strain=103,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/524/075/GCF_000524075.1_ASM52407v1,Mycobacteroides_bolletii,ntm114
15007,GCF_000526915.1,1408452,36812,Mycobacterium genavense ATCC 51234,strain=ATCC 51234,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/526/915/GCF_000526915.1_ASM52691v1,Mycobacterium_genavense,ntm115
16566,GCF_000559085.1,1440774,318425,Mycolicibacterium aromaticivorans JS19b1 = JCM 16368,strain=JS19b1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/559/085/GCF_000559085.1_ASM55908v2,Mycolicibacterium_aromaticivorans,ntm116
19026,GCF_000611915.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=Z58,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/611/915/GCF_000611915.1_Mycobacterium_fortuitum_Z58,Mycobacteroides_abscessus,ntm117
19027,GCF_000611935.1,36809,36809,Mycobacteroides abscessus,strain=Z61,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/611/935/GCF_000611935.1_Mycobacterium_kansasii_Z61,Mycobacteroides_abscessus,ntm118
19053,GCF_000612725.1,39687,39687,Mycolicibacterium austroafricanum,strain=DSM 44191,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/612/725/GCF_000612725.1_PRJEB5747_assembly_1,Mycolicibacterium_austroafricanum,ntm119
19057,GCF_000612825.1,1209984,53462,Mycolicibacterium mageritense DSM 44476 = CIP 104973,strain=CIP 104973,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/612/825/GCF_000612825.1_PRJEB5749_assembly_1,Mycolicibacterium_mageritense,ntm120
19069,GCF_000613185.1,258533,258533,Mycolicibacterium cosmeticum,strain=DSM 44829,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/613/185/GCF_000613185.1_PRJEB5748_assembly_1,Mycolicibacterium_cosmeticum,ntm121
19072,GCF_000613245.1,1265310,1790,Mycobacterium asiaticum DSM 44297,strain=DSM 44297,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/613/245/GCF_000613245.1_PRJEB5743_assembly_1,Mycobacterium_asiaticum,ntm122
20978,GCF_000655755.1,1427296,1764,Mycobacterium avium XTB13-223,strain=XTB13-223,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/655/755/GCF_000655755.1_Myco_tube_XTB13-223_V1,Mycobacterium_avium,ntm123
22585,GCF_000689255.1,47839,47839,Mycobacterium triplex,strain=DSM 44626,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/689/255/GCF_000689255.1_BN973_1,Mycobacterium_triplex,ntm124
22684,GCF_000691525.1,1265312,1795,Mycolicibacterium neoaurum ATCC 25795,strain=ATCC 25795,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/691/525/GCF_000691525.1_ATCC25795_good_1_paired_assembly,Mycolicibacterium_neoaurum,ntm125
22907,GCF_000696715.1,1160711,1764,Mycobacterium avium subsp. hominissuis A5,strain=A5,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/696/715/GCF_000696715.1_Maq_reference_guided_assembly,Mycobacterium_hominissuis,ntm126
22908,GCF_000696735.1,1402966,1764,Mycobacterium avium subsp. hominissuis 100,strain=100,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/696/735/GCF_000696735.1_Maq_reference_guided_assembly,Mycobacterium_hominissuis,ntm127
22909,GCF_000696755.1,1402967,1764,Mycobacterium avium subsp. hominissuis 101,strain=101,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/696/755/GCF_000696755.1_MAV101_WGS_assembly,Mycobacterium_hominissuis,ntm128
22910,GCF_000696775.1,1160712,1764,Mycobacterium avium subsp. hominissuis 3388,strain=3388,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/696/775/GCF_000696775.1_Maq_reference_guided_assembly,Mycobacterium_hominissuis,ntm129
23669,GCF_000715375.1,1768,1768,Mycobacterium kansasii,strain=SMC1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/715/375/GCF_000715375.1_ASM71537v1,Mycobacterium_kansasii,ntm130
23958,GCF_000723385.1,1802,1802,Mycolicibacterium farcinogenes,strain=DSM 43637,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/723/385/GCF_000723385.1_PRJEB5746_assembly_1,Mycolicibacterium_farcinogenes,ntm131
23960,GCF_000723425.2,1131442,1781,Mycobacterium marinum E11,strain=E11,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/723/425/GCF_000723425.2_E11,Mycobacterium_marinum,ntm132
23981,GCF_000724065.1,1795,1795,Mycolicibacterium neoaurum,strain=DSM 44074,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/724/065/GCF_000724065.1_PRJEB1060_assembly_1,Mycolicibacterium_neoaurum,ntm133
25293,GCF_000759695.1,487514,487514,Mycobacterium kyorinense,strain=KUM 060204,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/759/695/GCF_000759695.1_ASM75969v1,Mycobacterium_kyorinense,ntm134
25604,GCF_000767605.1,246196,1772,Mycolicibacterium smegmatis MC2 155,strain=MC2 155,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/767/605/GCF_000767605.1_ASM76760v1,Mycolicibacterium_smegmatis,ntm135
25607,GCF_000767665.1,1772,1772,Mycolicibacterium smegmatis,strain=INHR1,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/767/665/GCF_000767665.1_ASM76766v1,Mycolicibacterium_smegmatis,ntm136
25609,GCF_000767705.1,1772,1772,Mycolicibacterium smegmatis,strain=INHR2,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/767/705/GCF_000767705.1_ASM76770v1,Mycolicibacterium_smegmatis,ntm137
27168,GCF_000805375.1,431269,431269,Mycolicibacterium setense,strain=Manresensis,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/805/375/GCF_000805375.1_ASM80537v1,Mycolicibacterium_setense,ntm138
27169,GCF_000805385.1,431269,431269,Mycolicibacterium setense,strain=DSM 45070,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/805/385/GCF_000805385.1_ASM80538v1,Mycolicibacterium_setense,ntm139
28024,GCF_000829075.1,1229671,1764,Mycobacterium avium subsp. hominissuis TH135,strain=TH135,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/075/GCF_000829075.1_ASM82907v1,Mycobacterium_hominissuis,ntm140
30281,GCF_000878195.1,280871,280871,Mycolicibacterium llatzerense,strain=CLUC14,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/878/195/GCF_000878195.1_ASM87819v1,Mycolicibacterium_llatzerense,ntm141
30288,GCF_000878425.1,83262,83262,Mycobacteroides immunogenum,strain=SMUC14,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/878/425/GCF_000878425.1_ASM87842v1,Mycobacteroides_immunogenum,ntm142
33872,GCF_000959045.1,1795,1795,Mycolicibacterium neoaurum,strain=MN4,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/045/GCF_000959045.1_ASM95904v1,Mycolicibacterium_neoaurum,ntm143
34133,GCF_000966355.1,480418,480418,Mycobacterium lepromatosis,strain=Mx1-22A,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/966/355/GCF_000966355.1_ASM96635v1,Mycobacterium_lepromatosis,ntm144
34329,GCF_000970875.1,244292,244292,Mycobacterium nebraskense,strain=AKUC1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/875/GCF_000970875.1_ASM97087v1,Mycobacterium_nebraskense,ntm145
34330,GCF_000970885.2,342002,342002,Mycolicibacter arupensis,strain=GUC1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/885/GCF_000970885.2_ASM97088v2,Mycolicibacter_arupensis,ntm146
34369,GCF_000971805.1,1774,1774,Mycobacteroides chelonae,strain=ATCC 35752,Chromosome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/971/805/GCF_000971805.1_ASM97180v1,Mycobacteroides_chelonae,ntm147
34493,GCF_000974705.1,28045,28045,Mycobacterium celatum,strain=ATCC 51131,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/974/705/GCF_000974705.1_ASM97470v1,Mycobacterium_celatum,ntm148
34502,GCF_000974925.2,1807,1807,Mycolicibacterium obuense,strain=UC1,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/974/925/GCF_000974925.2_ASM97492v2,Mycolicibacterium_obuense,ntm149
34517,GCF_000975265.2,480418,480418,Mycobacterium lepromatosis,strain=FJ924,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/975/265/GCF_000975265.2_ASM97526v2,Mycobacterium_lepromatosis,ntm150
34785,GCF_001005175.1,81858,81858,Mycolicibacterium elephantis,strain=Lipa,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/005/175/GCF_001005175.1_ASM100517v1,Mycolicibacterium_elephantis,ntm151
35098,GCF_001012795.1,1796,1796,Mycolicibacterium senegalense,strain=CK1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/012/795/GCF_001012795.1_ASM101279v1,Mycolicibacterium_senegalense,ntm152
35421,GCF_001021405.1,29311,29311,Mycobacterium haemophilum,strain=UC3,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/405/GCF_001021405.1_ASM102140v1,Mycobacterium_haemophilum,ntm153
35422,GCF_001021415.1,29311,29311,Mycobacterium haemophilum,strain=UC1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/415/GCF_001021415.1_ASM102141v1,Mycobacterium_haemophilum,ntm154
35423,GCF_001021425.1,1796,1796,Mycolicibacterium senegalense,strain=CK2,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/425/GCF_001021425.1_ASM102142v1,Mycolicibacterium_senegalense,ntm155
35424,GCF_001021435.1,29311,29311,Mycobacterium haemophilum,strain=UC2,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/435/GCF_001021435.1_ASM102143v1,Mycobacterium_haemophilum,ntm156
35425,GCF_001021485.1,29311,29311,Mycobacterium haemophilum,strain=UC4,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/485/GCF_001021485.1_ASM102148v1,Mycobacterium_haemophilum,ntm157
35426,GCF_001021495.1,244292,244292,Mycobacterium nebraskense,strain=AKUC2,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/495/GCF_001021495.1_ASM102149v1,Mycobacterium_nebraskense,ntm158
35427,GCF_001021505.1,512402,512402,Mycolicibacter heraklionensis,strain=Davo,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/505/GCF_001021505.1_ASM102150v1,Mycolicibacter_heraklionensis,ntm159
36376,GCF_001044235.1,37916,37916,Mycolicibacterium chlorophenolicum,strain=DSM 43826,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/044/235/GCF_001044235.1_ASM104423v1,Mycolicibacterium_chlorophenolicum,ntm160
36377,GCF_001044245.1,1807,1807,Mycolicibacterium obuense,strain=DSM 44075,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/044/245/GCF_001044245.1_ASM104424v1,Mycolicibacterium_obuense,ntm161
36378,GCF_001044255.1,1800,1800,Mycolicibacterium chubuense,strain=DSM 44219,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/044/255/GCF_001044255.1_ASM104425v1,Mycolicibacterium_chubuense,ntm162
36523,GCF_001049355.1,1791,1791,Mycolicibacterium aurum,strain=NCTC 10437,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/049/355/GCF_001049355.1_M_aurum,Mycolicibacterium_aurum,ntm163
36552,GCF_001050015.1,1566886,1566886,Mycolicibacterium malmesburyense,strain=WCM 7299,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/050/015/GCF_001050015.1_Mycobacterium_malmesburii_WCM_7299,Mycolicibacterium_malmesburyense,ntm164
36553,GCF_001050035.1,1566885,1566885,Mycolicibacterium komanii,strain=GPK 1020,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/050/035/GCF_001050035.1_Mycobacterium_komanii_GPK_1020,Mycolicibacterium_komanii,ntm165
36568,GCF_001050395.1,1132508,36809,Mycobacteroides abscessus UC22,strain=UC22,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/050/395/GCF_001050395.1_ASM105039v1,Mycobacteroides_abscessus,ntm166
36692,GCF_001053185.1,1236609,56425,Mycobacterium bohemicum DSM 44277,strain=DSM 44277,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/053/185/GCF_001053185.1_PRJEB5741_assembly_1,Mycobacterium_bohemicum,ntm167
37817,GCF_001077745.1,451644,451644,Mycolicibacterium conceptionense,strain=MLE,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/745/GCF_001077745.1_ASM107774v1,Mycolicibacterium_conceptionense,ntm168
37818,GCF_001077755.1,110505,110505,Mycobacterium heckeshornense,strain=RLE,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/755/GCF_001077755.1_ASM107775v1,Mycobacterium_heckeshornense,ntm169
42253,GCF_001187745.1,36809,36809,Mycobacteroides abscessus,strain=UC95,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/187/745/GCF_001187745.1_ASM118774v1,Mycobacteroides_abscessus,ntm170
43406,GCF_001212805.1,36809,36809,Mycobacteroides abscessus,strain=PAP042,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/212/805/GCF_001212805.1_7396_6_90,Mycobacteroides_abscessus,ntm171
43407,GCF_001212825.1,36809,36809,Mycobacteroides abscessus,strain=PAP018,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/212/825/GCF_001212825.1_7396_6_66,Mycobacteroides_abscessus,ntm172
43408,GCF_001212845.1,36809,36809,Mycobacteroides abscessus,strain=PAP002,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/212/845/GCF_001212845.1_7396_6_50,Mycobacteroides_abscessus,ntm173
43409,GCF_001212865.1,36809,36809,Mycobacteroides abscessus,strain=PAP029,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/212/865/GCF_001212865.1_7396_6_77,Mycobacteroides_abscessus,ntm174
43410,GCF_001212885.1,36809,36809,Mycobacteroides abscessus,strain=PAP060,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/212/885/GCF_001212885.1_7396_7_12,Mycobacteroides_abscessus,ntm175
43411,GCF_001212905.1,36809,36809,Mycobacteroides abscessus,strain=PAP013,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/212/905/GCF_001212905.1_7396_6_61,Mycobacteroides_abscessus,ntm176
43413,GCF_001212945.1,36809,36809,Mycobacteroides abscessus,strain=PAP097,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/212/945/GCF_001212945.1_7396_8_49,Mycobacteroides_abscessus,ntm177
43414,GCF_001212965.1,36809,36809,Mycobacteroides abscessus,strain=PAP023,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/212/965/GCF_001212965.1_7396_6_71,Mycobacteroides_abscessus,ntm178
43415,GCF_001212985.1,36809,36809,Mycobacteroides abscessus,strain=PAP010,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/212/985/GCF_001212985.1_7396_6_58,Mycobacteroides_abscessus,ntm179
43416,GCF_001213025.1,36809,36809,Mycobacteroides abscessus,strain=PAP043,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/025/GCF_001213025.1_7396_6_91,Mycobacteroides_abscessus,ntm180
43418,GCF_001213065.1,36809,36809,Mycobacteroides abscessus,strain=PAP009,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/065/GCF_001213065.1_7396_6_57,Mycobacteroides_abscessus,ntm181
43419,GCF_001213125.1,36809,36809,Mycobacteroides abscessus,strain=PAP017,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/125/GCF_001213125.1_7396_6_65,Mycobacteroides_abscessus,ntm182
43420,GCF_001213145.1,36809,36809,Mycobacteroides abscessus,strain=PAP034,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/145/GCF_001213145.1_7396_6_82,Mycobacteroides_abscessus,ntm183
43421,GCF_001213165.1,36809,36809,Mycobacteroides abscessus,strain=PAP022,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/165/GCF_001213165.1_7396_6_70,Mycobacteroides_abscessus,ntm184
43422,GCF_001213185.1,36809,36809,Mycobacteroides abscessus,strain=PAP006,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/185/GCF_001213185.1_7396_6_54,Mycobacteroides_abscessus,ntm185
43423,GCF_001213205.1,36809,36809,Mycobacteroides abscessus,strain=PAP001,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/205/GCF_001213205.1_7396_6_49,Mycobacteroides_abscessus,ntm186
43424,GCF_001213225.1,36809,36809,Mycobacteroides abscessus,strain=PAP040,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/225/GCF_001213225.1_7396_6_88,Mycobacteroides_abscessus,ntm187
43425,GCF_001213245.1,36809,36809,Mycobacteroides abscessus,strain=PAP027,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/245/GCF_001213245.1_7396_6_75,Mycobacteroides_abscessus,ntm188
43426,GCF_001213285.1,36809,36809,Mycobacteroides abscessus,strain=PAP069,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/285/GCF_001213285.1_7396_7_21,Mycobacteroides_abscessus,ntm189
43427,GCF_001213305.1,36809,36809,Mycobacteroides abscessus,strain=PAP015,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/305/GCF_001213305.1_7396_6_63,Mycobacteroides_abscessus,ntm190
43428,GCF_001213325.1,36809,36809,Mycobacteroides abscessus,strain=PAP024,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/325/GCF_001213325.1_7396_6_72,Mycobacteroides_abscessus,ntm191
43430,GCF_001213365.1,36809,36809,Mycobacteroides abscessus,strain=PAP095,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/365/GCF_001213365.1_7396_7_47,Mycobacteroides_abscessus,ntm192
43431,GCF_001213385.1,36809,36809,Mycobacteroides abscessus,strain=PAP012,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/385/GCF_001213385.1_7396_6_60,Mycobacteroides_abscessus,ntm193
43432,GCF_001213405.1,36809,36809,Mycobacteroides abscessus,strain=PAP039,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/405/GCF_001213405.1_7396_6_87,Mycobacteroides_abscessus,ntm194
43433,GCF_001213425.1,36809,36809,Mycobacteroides abscessus,strain=PAP058,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/425/GCF_001213425.1_7396_7_10,Mycobacteroides_abscessus,ntm195
43434,GCF_001213445.1,36809,36809,Mycobacteroides abscessus,strain=PAP038,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/445/GCF_001213445.1_7396_6_86,Mycobacteroides_abscessus,ntm196
43435,GCF_001213465.1,36809,36809,Mycobacteroides abscessus,strain=PAP050,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/465/GCF_001213465.1_7396_7_2,Mycobacteroides_abscessus,ntm197
43436,GCF_001213505.1,36809,36809,Mycobacteroides abscessus,strain=PAP047,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/505/GCF_001213505.1_7396_6_95,Mycobacteroides_abscessus,ntm198
43437,GCF_001213545.1,36809,36809,Mycobacteroides abscessus,strain=PAP016,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/545/GCF_001213545.1_7396_6_64,Mycobacteroides_abscessus,ntm199
43438,GCF_001213565.1,36809,36809,Mycobacteroides abscessus,strain=PAP004,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/565/GCF_001213565.1_7396_6_52,Mycobacteroides_abscessus,ntm200
43439,GCF_001213585.1,36809,36809,Mycobacteroides abscessus,strain=PAP037,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/585/GCF_001213585.1_7396_6_85,Mycobacteroides_abscessus,ntm201
43440,GCF_001213605.1,36809,36809,Mycobacteroides abscessus,strain=PAP036,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/605/GCF_001213605.1_7396_6_84,Mycobacteroides_abscessus,ntm202
43441,GCF_001213625.1,36809,36809,Mycobacteroides abscessus,strain=PAP048,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/625/GCF_001213625.1_7396_6_96,Mycobacteroides_abscessus,ntm203
43442,GCF_001213665.1,36809,36809,Mycobacteroides abscessus,strain=PAP033,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/665/GCF_001213665.1_7396_6_81,Mycobacteroides_abscessus,ntm204
43443,GCF_001213685.1,36809,36809,Mycobacteroides abscessus,strain=PAP032,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/685/GCF_001213685.1_7396_6_80,Mycobacteroides_abscessus,ntm205
43444,GCF_001213705.1,36809,36809,Mycobacteroides abscessus,strain=PAP067,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/705/GCF_001213705.1_7396_7_19,Mycobacteroides_abscessus,ntm206
43445,GCF_001213725.1,36809,36809,Mycobacteroides abscessus,strain=PAP011,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/213/725/GCF_001213725.1_7396_6_59,Mycobacteroides_abscessus,ntm207
